TIMESTAMP,FORECAST
20131101 1:00,0.3474060172667609
20131101 2:00,0.35465040725466934
20131101 3:00,0.3555668828054542
20131101 4:00,0.3481066871722074
20131101 5:00,0.3662686662093894
20131101 6:00,0.3699350834437719
20131101 7:00,0.3212356804819474
20131101 8:00,0.18112099365837572
20131101 9:00,0.1005715791218813
20131101 10:00,-0.024834104924505662
20131101 11:00,-0.05505334488547675
20131101 12:00,-0.01630485426518774
20131101 13:00,0.0006650113538393398
20131101 14:00,-0.03127748481743592
20131101 15:00,-0.07034371776881815
20131101 16:00,-0.011555773864724728
20131101 17:00,0.009200294855694457
20131101 18:00,0.03079478176576561
20131101 19:00,0.003137446410067135
20131101 20:00,-0.06920141331758611
20131101 21:00,-0.051054045566020334
20131101 22:00,0.014092683858370425
20131101 23:00,0.07552788187681425
20131102 0:00,0.1469091092312283
20131102 1:00,0.4437470767365882
20131102 2:00,0.5093827077922509
20131102 3:00,0.5938819860356765
20131102 4:00,0.6810553500879161
20131102 5:00,0.7125228952367981
20131102 6:00,0.6618763185870433
20131102 7:00,0.5887582058690807
20131102 8:00,0.5546018822603291
20131102 9:00,0.5583485446679454
20131102 10:00,0.4926408813966951
20131102 11:00,0.42552129542309947
20131102 12:00,0.3182348494555194
20131102 13:00,0.499278845356968
20131102 14:00,0.6259835335073569
20131102 15:00,0.3045220020761081
20131102 16:00,0.3711309081034312
20131102 17:00,0.5132154980246427
20131102 18:00,0.5820672453746824
20131102 19:00,0.504097828586998
20131102 20:00,0.40384255650834366
20131102 21:00,0.46010617166337325
20131102 22:00,0.5628716468292242
20131102 23:00,0.552331967507034
20131103 0:00,0.5388400877053826
20131103 1:00,0.46481209617597885
20131103 2:00,0.4779856377255872
20131103 3:00,0.6473024195715721
20131103 4:00,0.6850420680416038
20131103 5:00,0.6605906270344498
20131103 6:00,0.6593093258204107
20131103 7:00,0.655784477849018
20131103 8:00,0.6508563369688432
20131103 9:00,0.572505606829409
20131103 10:00,0.48269071144490816
20131103 11:00,0.3945989715598876
20131103 12:00,0.5798623330721232
20131103 13:00,0.5986405661518464
20131103 14:00,0.6459769577926802
20131103 15:00,0.7071040602142976
20131103 16:00,0.7479638904013257
20131103 17:00,0.773600829534287
20131103 18:00,0.7932565834693206
20131103 19:00,0.80670852004719
20131103 20:00,0.8223883245850359
20131103 21:00,0.8496404038503289
20131103 22:00,0.891811620792229
20131103 23:00,0.852651263253817
20131104 0:00,0.7752960384979306
20131104 1:00,0.730822326294813
20131104 2:00,0.635055451600056
20131104 3:00,0.5470741647960102
20131104 4:00,0.44743770293895013
20131104 5:00,0.3958788426885563
20131104 6:00,0.3844066273988735
20131104 7:00,0.386920342050284
20131104 8:00,0.4066862451705975
20131104 9:00,0.27347695858289045
20131104 10:00,0.32526731287380767
20131104 11:00,0.4157681564885708
20131104 12:00,0.47407778191959427
20131104 13:00,0.5155071503171775
20131104 14:00,0.5535059667009108
