TIMESTAMP,FORECAST
20131101 1:00,0.373880634233875
20131101 2:00,0.380234793412625
20131101 3:00,0.38188407587925
20131101 4:00,0.375891671310125
20131101 5:00,0.37972434267425004
20131101 6:00,0.38021494554574997
20131101 7:00,0.36449926539237504
20131101 8:00,0.19834495524887502
20131101 9:00,0.10629786177675
20131101 10:00,0.03839145789213317
20131101 11:00,0.03705055308975817
20131101 12:00,0.03984376684950817
20131101 13:00,0.04119891448963317
20131101 14:00,0.03791224479750817
20131101 15:00,0.03705055308975817
20131101 16:00,0.04054870871013318
20131101 17:00,0.04256751869138318
20131101 18:00,0.05159355792425817
20131101 19:00,0.04192654604475817
20131101 20:00,0.03705055308975817
20131101 21:00,0.03705055308975817
20131101 22:00,0.045140754736008176
20131101 23:00,0.076958244221375
20131102 0:00,0.163083282412625
20131102 1:00,0.4602045150235
20131102 2:00,0.505456927770375
20131102 3:00,0.59874522056225
20131102 4:00,0.6683145555517501
20131102 5:00,0.7103415079884999
20131102 6:00,0.6590112471237499
20131102 7:00,0.591706843527625
20131102 8:00,0.581173562688375
20131102 9:00,0.58357858048025
20131102 10:00,0.492362311743625
20131102 11:00,0.4286744096185
20131102 12:00,0.358564798173375
20131102 13:00,0.4931992582045
20131102 14:00,0.632159805092875
20131102 15:00,0.34288928552075004
20131102 16:00,0.3822221635645
20131102 17:00,0.5102739050535
20131102 18:00,0.57997218266
20131102 19:00,0.499929493458625
20131102 20:00,0.40867216311500004
20131102 21:00,0.4817255737565
20131102 22:00,0.58511394270725
20131102 23:00,0.581306115436
20131103 0:00,0.5641866283557501
20131103 1:00,0.49244181553475
20131103 2:00,0.49250819974162496
20131103 3:00,0.6505594031926251
20131103 4:00,0.672489907578875
20131103 5:00,0.6541728943505
20131103 6:00,0.6550575790311249
20131103 7:00,0.6539054592297501
20131103 8:00,0.6514828625404999
20131103 9:00,0.587639597787125
20131103 10:00,0.491928084899875
20131103 11:00,0.40971461530937503
20131103 12:00,0.58020093297425
20131103 13:00,0.6017598497983749
20131103 14:00,0.652611966903375
20131103 15:00,0.700927025673625
20131103 16:00,0.7495390700811251
20131103 17:00,0.772848623790625
20131103 18:00,0.791253257432125
20131103 19:00,0.8058724693133751
20131103 20:00,0.8183496897583751
20131103 21:00,0.8381429506947501
20131103 22:00,0.8644633943338751
