TIMESTAMP,FORECAST
20131101 1:00,0.3604587028193066
20131101 2:00,0.3658738769388772
20131101 3:00,0.36655851505571496
20131101 4:00,0.360982729428822
20131101 5:00,0.3745470529843407
20131101 6:00,0.3772817033423433
20131101 7:00,0.3408331076820844
20131101 8:00,0.2320512929210416
20131101 9:00,0.16382334689097522
20131101 10:00,0.038058631146523664
20131101 11:00,0.0007285052924618646
20131101 12:00,0.04788714047935666
20131101 13:00,0.06670133554671057
20131101 14:00,0.030447504939915493
20131101 15:00,-0.020064123269271372
20131101 16:00,0.053246871840501336
20131101 17:00,0.07583443626664532
20131101 18:00,0.09809864680524805
20131101 19:00,0.06936815092720663
20131101 20:00,-0.018456011745484002
20131101 21:00,0.0059292623404383765
20131101 22:00,0.08097983970523517
20131101 23:00,0.14113728952257748
20131102 0:00,0.20381295676942313
20131102 1:00,0.432313950228935
20131102 2:00,0.48179365262599744
20131102 3:00,0.5476458563597526
20131102 4:00,0.6204871590540559
20131102 5:00,0.6487557120592102
20131102 6:00,0.6038560609833343
20131102 7:00,0.5435492425882453
20131102 8:00,0.5166216169494389
20131102 9:00,0.5195457821420406
20131102 10:00,0.4690780204580625
20131102 11:00,0.4187030984388774
20131102 12:00,0.3385749471576448
20131102 13:00,0.47411005137659795
20131102 14:00,0.5737169784973402
20131102 15:00,0.3282309117698825
20131102 16:00,0.37817342179286817
20131102 17:00,0.48471654553235205
20131102 18:00,0.5382236506261033
20131102 19:00,0.47777091396136634
20131102 20:00,0.40254529694492
20131102 21:00,0.4445655693832567
20131102 22:00,0.5230849980431624
20131102 23:00,0.5148532285459657
20131103 0:00,0.5043898243845233
20131103 1:00,0.4480977734648071
20131103 2:00,0.45800804054543715
20131103 3:00,0.5914758686009205
20131103 4:00,0.6239972243226801
20131103 5:00,0.6027553905841858
20131103 6:00,0.6016601636337087
20131103 7:00,0.5986557563005319
20131103 8:00,0.594475794625696
20131103 9:00,0.530657970299864
20131103 10:00,0.46155648974691293
20131103 11:00,0.39566013770980446
20131103 12:00,0.5364744343046031
20131103 13:00,0.5514653705705315
20131103 14:00,0.5903600490682681
20131103 15:00,0.643790511352607
20131103 16:00,0.6824217504061427
20131103 17:00,0.7083344623139975
20131103 18:00,0.7293341251024958
20131103 19:00,0.7443959394150399
20131103 20:00,0.7628014859398349
20131103 21:00,0.7975652034242657
20131103 22:00,0.8624690264877968
20131103 23:00,0.8016737936434477
20131104 0:00,0.7101033704102748
20131104 1:00,0.6658635065558502
20131104 2:00,0.5812262359038316
20131104 3:00,0.5107661535500267
20131104 4:00,0.43507459212907945
20131104 5:00,0.3966134353810664
20131104 6:00,0.3880677874162539
20131104 7:00,0.3899404611570567
20131104 8:00,0.40466368523647284
20131104 9:00,0.3046290549590335
20131104 10:00,0.34386414795973136
20131104 11:00,0.4114309579600553
20131104 12:00,0.45506453824951804
20131104 13:00,0.4864664385504717
20131104 14:00,0.5157675393759946
20131104 15:00,0.5378969877302193
20131104 16:00,0.5751156877055823
20131104 17:00,0.6091990430028837
20131104 18:00,0.5986332156794498
20131104 19:00,0.5714151481713761
20131104 20:00,0.5535218822204395
20131104 21:00,0.6259291941395666
20131104 22:00,0.6861561105261069
20131104 23:00,0.7025100021234532
20131105 0:00,0.6163819290744923
20131105 1:00,0.4372649173327546
20131105 2:00,0.3361597417371903
20131105 3:00,0.2618645676161824
20131105 4:00,0.20669920055723995
20131105 5:00,0.1632005261179406
20131105 6:00,0.11363560678930787
20131105 7:00,0.09644328333619825
20131105 8:00,0.1717776203275294
20131105 9:00,0.25503132379446286
20131105 10:00,0.3328601516128685
20131105 11:00,0.3264294192461765
20131105 12:00,0.3188516250954566
20131105 13:00,0.3241604840330236
20131105 14:00,0.32871713640392264
20131105 15:00,0.3298203319447036
20131105 16:00,0.31064152669746997
20131105 17:00,0.29807783438035446
20131105 18:00,0.30864617109232456
20131105 19:00,0.32536105523537395
20131105 20:00,0.3366111486451323
20131105 21:00,0.4161743352738314
20131105 22:00,0.42932448652797733
20131105 23:00,0.48618022537614275
20131106 0:00,0.4839975464188722
20131106 1:00,0.3860192524845119
20131106 2:00,0.3149456086843475
20131106 3:00,0.2658762874620168
20131106 4:00,0.24905700069769132
20131106 5:00,0.25064315193955605
20131106 6:00,0.24602734341929666
20131106 7:00,0.23377790498385476
20131106 8:00,0.1688964504710106
20131106 9:00,0.16939547111828068
20131106 10:00,0.14021381823647286
20131106 11:00,0.2651363585888071
20131106 12:00,0.2450091616870893
20131106 13:00,0.3774617920390766
20131106 14:00,0.4625269126641966
20131106 15:00,0.5008589100953846
20131106 16:00,0.47123251528738747
20131106 17:00,0.3582796069006969
20131106 18:00,0.2331758021925449
20131106 19:00,0.18822670512675588
20131106 20:00,0.2067718483814613
20131106 21:00,0.2660186404811303
20131106 22:00,0.14949245298536015
20131106 23:00,0.11298223883808647
20131107 0:00,0.2500507195878246
20131107 1:00,0.3563353735007126
20131107 2:00,0.42589611093170826
20131107 3:00,0.33668319038583466
20131107 4:00,0.4025839961726203
20131107 5:00,0.4884711208957367
20131107 6:00,0.5974498243747188
20131107 7:00,0.792716463175567
20131107 8:00,0.7094913500825721
20131107 9:00,0.41427377547572936
20131107 10:00,0.1309855864198602
20131107 11:00,-0.045467732008896575
20131107 12:00,0.36380370186245253
20131107 13:00,0.3968440759841014
20131107 14:00,0.42992979614704124
20131107 15:00,0.24468918770295323
20131107 16:00,0.572736481861216
20131107 17:00,0.6408000249876158
20131107 18:00,0.6851972584112063
20131107 19:00,0.6427623571136698
20131107 20:00,0.6712211900267508
20131107 21:00,0.6661655741365415
20131107 22:00,0.7385101242984258
20131107 23:00,0.7892076861546928
20131108 0:00,0.8134692388312947
20131108 1:00,0.7949167516670395
20131108 2:00,0.7933448595884296
20131108 3:00,0.7949381341229425
20131108 4:00,0.8283753361909243
20131108 5:00,0.8397049655857354
20131108 6:00,0.7812001082494362
20131108 7:00,0.7363267817618997
20131108 8:00,0.6877831715657496
20131108 9:00,0.6066074404061841
20131108 10:00,0.5186427688809256
20131108 11:00,0.4460506258720807
20131108 12:00,0.39132324004985347
20131108 13:00,0.35568587236454924
20131108 14:00,0.33409387106863947
20131108 15:00,0.2628294217342822
20131108 16:00,0.21658559907368724
20131108 17:00,0.22341726128455042
20131108 18:00,0.24763994770159553
20131108 19:00,0.21346878302798028
20131108 20:00,0.20283109464021104
20131108 21:00,0.28874309163879147
20131108 22:00,0.4094110542254506
20131108 23:00,0.454911951442944
20131109 0:00,0.42206487920021535
20131109 1:00,0.42111716866792875
20131109 2:00,0.4445198657282938
20131109 3:00,0.4875140314235766
20131109 4:00,0.540314991623849
20131109 5:00,0.5657074559980175
20131109 6:00,0.5715891378209341
20131109 7:00,0.5817925768988617
20131109 8:00,0.6134154759640296
20131109 9:00,0.5848037380931275
20131109 10:00,0.46451495445617424
20131109 11:00,0.4092892952718781
20131109 12:00,0.3715957856992237
20131109 13:00,0.369100100566793
20131109 14:00,0.458994768186968
20131109 15:00,0.43671325119883025
20131109 16:00,0.3955578454885291
20131109 17:00,0.38008043898737076
20131109 18:00,0.3779578800360216
20131109 19:00,0.37326581698032835
20131109 20:00,0.38469930987274953
20131109 21:00,0.439657209353801
20131109 22:00,0.5194823737600416
20131109 23:00,0.5159753114483625
20131110 0:00,0.47690064578474295
20131110 1:00,0.5216453669495524
20131110 2:00,0.5119131244074286
20131110 3:00,0.4925135544122086
20131110 4:00,0.49282818213875995
20131110 5:00,0.5163243840613903
20131110 6:00,0.5384451125436043
20131110 7:00,0.5487027079465718
20131110 8:00,0.5220306343667278
20131110 9:00,0.3950172251436829
20131110 10:00,0.34261436968738346
20131110 11:00,0.3981483735034034
20131110 12:00,0.5085952208123012
20131110 13:00,0.44173059959424826
20131110 14:00,0.4010467912962059
20131110 15:00,0.36777220846458963
20131110 16:00,0.33678357368737055
20131110 17:00,0.30052104646430294
20131110 18:00,0.2551808023251432
